name,answer,prompt
Controlnet\030-4.png,"An astronaut in a white suit, helmet reflecting a dolphin. Behind, colorful streaks against a purple - blue space backdrop. Sci - fi style, close - up shot, with a dreamy color atmosphere. ",a dolphin in an astronaut suit on saturn.Animals.Fine-grained Detail
Controlnet\031-1.png,"Children in a colorful library are engrossed in books on a green - carpeted floor. Shelves are full of books. In a realistic style, shot from a mid - angle with a bright, cheerful color atmosphere. ",a library filled with kids reading books.People.Fine-grained Detail
Controlnet\031-2.png,"Children in a vibrant library, some reading on the floor, others browsing shelves. Blue walls, colorful furniture. Realistic style, taken from a slight - above angle, with a warm, inviting color atmosphere. ",a library filled with kids reading books.People.Fine-grained Detail
Controlnet\031-3.png,"A vibrant library with tall bookshelves stocked with books. Two people browse. Colorful rugs and furniture add charm. In an anime - style, from a slightly elevated angle, with a bright color atmosphere. ",a library filled with kids reading books.People.Fine-grained Detail
Controlnet\031-4.png,"Children sit on the floor in a colorful library with vibrant blue and yellow - hued bookshelves full of books. Realistic style, shot from a slight distance, warm and inviting color atmosphere. ",a library filled with kids reading books.People.Fine-grained Detail
Controlnet\032-1.png,"A sleek white yacht is docked at a wooden pier. Calm waters stretch to distant hills under a colorful sunset sky. In a realistic style, from a side - on shooting angle with a warm color atmosphere. ",a large white yacht in a calm bay on a sunny day.Vehicles.Fine-grained Detail
Controlnet\032-2.png,"A sleek, white luxury yacht floats on clear blue - green water. Behind it are lush, green hills with rocky outcrops. In a realistic style, shot from a side - on angle, with a bright, sunny color atmosphere. ",a large white yacht in a calm bay on a sunny day.Vehicles.Fine-grained Detail
Controlnet\032-3.png,"A sleek white yacht floats on calm water with a mountain backdrop. In a realistic style, shot from a side - on angle, warm hues create a serene, high - quality atmosphere. ",a large white yacht in a calm bay on a sunny day.Vehicles.Fine-grained Detail
Controlnet\032-4.png,"A sleek catamaran with tall white sails floats on clear turquoise waters. Green - hued hills and rocky cliffs form the backdrop. In realistic style, shot from a distance with a serene, bright color atmosphere. ",a large white yacht in a calm bay on a sunny day.Vehicles.Fine-grained Detail
Controlnet\033-1.png,"A vibrant, two - story pink Lego house with balconies and yellow accents sits by a blue Lego pool. Realistic style, shot from a slight angle, with a bright, cheerful color atmosphere. ",purple lego dollhouse with a pool and a swing.Artifacts.Fine-grained Detail
Controlnet\033-2.png,"A vibrant, miniature house with purple - hued walls and a black roof sits on sandy ground. It has a pool, patio area, and greenery. In an anime - like, colorful style, shot from above. ",purple lego dollhouse with a pool and a swing.Artifacts.Fine-grained Detail
Controlnet\033-3.png,"A colorful Lego house with various sections like a tower and patio. Realistic - style, shot from a slight angle. Vivid hues create a cheerful, playful atmosphere with good detail. ",purple lego dollhouse with a pool and a swing.Artifacts.Fine-grained Detail
Controlnet\033-4.png,"A vibrant, pink - hued LEGO mansion with a pool, slides, and balconies. In a realistic style, shot from a slight angle on a grassy lawn, it has a cheerful, colorful atmosphere. ",purple lego dollhouse with a pool and a swing.Artifacts.Fine-grained Detail
Controlnet\034-1.png,"A lush garden scene with green grass, a tree bearing red apples, colorful flowers in the background. Realistic style, shot from a slightly elevated angle, warm - toned and high - quality. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Controlnet\034-2.png,"A vibrant garden with colorful flowers like purples and pinks, a tree branch bearing red fruits, wooden planters, and a sandy path. In an anime - style, with bright and vivid colors. Shot from a slight angle. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Controlnet\034-3.png,"A miniature apple tree laden with red and green apples stands on green felt grass. Surrounded by moss - like plants, it has a realistic style, shot from a slightly angled front view with a vibrant color atmosphere. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Controlnet\034-4.png,"A potted tree laden with vibrant red fruits and flowers. In a realistic style, shot from a slightly low - angle. Colors are vivid, creating a lively and natural atmosphere with good quality. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Controlnet\035-1.png,"A glass holds a red - hued cocktail rimmed with salt. Garnished with celery, cherry tomatoes, and a straw, it's in a realistic style, shot from a slightly elevated angle, with a warm color atmosphere. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Controlnet\035-2.png,"A tall glass holds a layered cocktail with red at the bottom, topped with a sugar - rim, a cherry on a stick, and a green straw. Realistic style, shot from a slight angle, warm color atmosphere. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Controlnet\035-3.png,"A tall glass holds a vibrant red cocktail with ice, garnished with mint, small fruits, and a cucumber slice. Realistic style, shot from a slight angle, warm - toned background. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Controlnet\035-4.png,"A vibrant orange - pink cocktail in a glass rimmed with spices and herbs. A square lime piece floats on top. Set on white and beige cloths over a wooden surface, in a realistic style with a warm color atmosphere. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Controlnet\036-1.png,"A cartoon - style red pickup truck with a white roof has a dog sitting on top. Another yellow vehicle is in the background. Bright, cheerful colors under a clear blue sky. Shot from a slightly low angle. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Controlnet\036-2.png,"A woman with blonde hair stands beside a white pickup, a picnic basket on its hood. A dog sits nearby. In anime - style with soft colors and a flat perspective under a pastel - toned sky. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Controlnet\036-3.png,"A cheerful person with a knitting project sits in the bed of a red vintage truck. A dog looks out the driver - side window. In an anime - style, with a bright, colorful atmosphere and flat colors. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Controlnet\036-4.png,"Three cheerful dogs are in and on a red vintage - style pickup truck. In an anime style with a bright, colorful atmosphere, shot from a slightly angled frontal view. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Controlnet\037-1.png,"A kitchen with wooden cabinets and a stainless - steel stove and microwave. There's a tiled backsplash and a countertop with a bowl. Realistic style, from a slightly elevated angle, warm color atmosphere. ",A bare kitchen has wood cabinets and white appliances.Indoor Scenes.Fine-grained Detail
Controlnet\037-2.png,"A modern kitchen with light - toned wooden wall, white cabinetry, a stainless - steel fridge, and a sink area. Realistic style, from a slightly elevated angle, with a bright and clean color atmosphere. ",A bare kitchen has wood cabinets and white appliances.Indoor Scenes.Fine-grained Detail
Controlnet\037-3.png,"A cozy kitchen with wooden cabinets and a yellow wall. There's a stove, microwave, and sink. A striped rug lies on the wooden floor. Realistic style, from a slightly elevated angle, warm color - tone. ",A bare kitchen has wood cabinets and white appliances.Indoor Scenes.Fine-grained Detail
Controlnet\037-4.png,"A modern kitchen with light - toned wooden cabinets, a central island with granite countertop. Stainless - steel appliances, a pendant light. Realistic style, from a frontal shooting angle, warm color atmosphere, high - quality. ",A bare kitchen has wood cabinets and white appliances.Indoor Scenes.Fine-grained Detail
Controlnet\038-1.png,"A thatched - roof cottage sits by a calm lake surrounded by autumn trees in vivid reds, oranges, and greens. Realistic style, taken from a horizontal angle, with a warm, colorful atmosphere. High - quality. ",a fall landscape with a small cottage next to a lake.Outdoor Scenes.Fine-grained Detail
Controlnet\038-2.png,"A stone house by a lake is surrounded by trees with autumn - hued foliage in vivid oranges, reds, and greens. In a realistic style, shot from a slight distance, colors are rich and atmosphere serene. ",a fall landscape with a small cottage next to a lake.Outdoor Scenes.Fine-grained Detail
